Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-24 00:00:00-04:00,10.44534683227539,10.44534683227539,10.44534683227539,10.44534683227539,0,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,10.2218656539917,10.2218656539917,10.2218656539917,10.2218656539917,0,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,10.231581687927246,10.231581687927246,10.231581687927246,10.231581687927246,0,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,10.14413070678711,10.14413070678711,10.14413070678711,10.14413070678711,0,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,10.377330780029297,10.377330780029297,10.377330780029297,10.377330780029297,0,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,10.756278038024902,10.756278038024902,10.756278038024902,10.756278038024902,0,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,10.649395942687988,10.649395942687988,10.649395942687988,10.649395942687988,0,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,10.629962921142578,10.629962921142578,10.629962921142578,10.629962921142578,0,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,10.678545951843262,10.678545951843262,10.678545951843262,10.678545951843262,0,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,10.5133638381958,10.5133638381958,10.5133638381958,10.5133638381958,0,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,10.591094970703125,10.591094970703125,10.591094970703125,10.591094970703125,0,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,10.542513847351074,10.542513847351074,10.542513847351074,10.542513847351074,0,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,10.552229881286621,10.552229881286621,10.552229881286621,10.552229881286621,0,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,10.44534683227539,10.44534683227539,10.44534683227539,10.44534683227539,0,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,10.41619873046875,10.41619873046875,10.41619873046875,10.41619873046875,0,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,10.425912857055664,10.425912857055664,10.425912857055664,10.425912857055664,0,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,10.523079872131348,10.523079872131348,10.523079872131348,10.523079872131348,0,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,10.171660423278809,10.171660423278809,10.171660423278809,10.171660423278809,0,0.05,0.0,0.0
2023-06-21 00:00:00-04:00,10.103328704833984,10.103328704833984,10.103328704833984,10.103328704833984,0,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,9.97642707824707,9.97642707824707,9.97642707824707,9.97642707824707,0,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,9.927618980407715,9.927618980407715,9.927618980407715,9.927618980407715,0,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,10.044758796691895,10.044758796691895,10.044758796691895,10.044758796691895,0,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,9.90809440612793,9.90809440612793,9.90809440612793,9.90809440612793,0,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,9.742145538330078,9.742145538330078,9.742145538330078,9.742145538330078,0,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,9.849525451660156,9.849525451660156,9.849525451660156,9.849525451660156,0,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,9.97642707824707,9.97642707824707,9.97642707824707,9.97642707824707,0,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,10.122851371765137,10.122851371765137,10.122851371765137,10.122851371765137,0,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,9.956903457641602,9.956903457641602,9.956903457641602,9.956903457641602,0,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,9.722622871398926,9.722622871398926,9.722622871398926,9.722622871398926,0,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,9.82024097442627,9.82024097442627,9.82024097442627,9.82024097442627,0,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,9.986187934875488,9.986187934875488,9.986187934875488,9.986187934875488,0,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,10.122851371765137,10.122851371765137,10.122851371765137,10.122851371765137,0,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,10.581649780273438,10.581649780273438,10.581649780273438,10.581649780273438,0,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,10.747597694396973,10.747597694396973,10.747597694396973,10.747597694396973,0,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,10.659743309020996,10.659743309020996,10.659743309020996,10.659743309020996,0,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,10.679265975952148,10.679265975952148,10.679265975952148,10.679265975952148,0,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,10.864737510681152,10.864737510681152,10.864737510681152,10.864737510681152,0,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,10.806167602539062,10.806167602539062,10.806167602539062,10.806167602539062,0,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,10.5426025390625,10.5426025390625,10.5426025390625,10.5426025390625,0,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,10.532841682434082,10.532841682434082,10.532841682434082,10.532841682434082,0,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,10.474271774291992,10.474271774291992,10.474271774291992,10.474271774291992,0,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,10.610934257507324,10.610934257507324,10.610934257507324,10.610934257507324,0,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,10.591411590576172,10.591411590576172,10.591411590576172,10.591411590576172,0,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,10.21070671081543,10.21070671081543,10.21070671081543,10.21070671081543,0,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,10.239991188049316,10.239991188049316,10.239991188049316,10.239991188049316,0,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,10.444985389709473,10.444985389709473,10.444985389709473,10.444985389709473,0,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,10.054520606994629,10.054520606994629,10.054520606994629,10.054520606994629,0,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,9.751907348632812,9.751907348632812,9.751907348632812,9.751907348632812,0,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,9.73238468170166,9.73238468170166,9.73238468170166,9.73238468170166,0,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,9.800716400146484,9.800716400146484,9.800716400146484,9.800716400146484,0,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,9.73238468170166,9.73238468170166,9.73238468170166,9.73238468170166,0,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,9.625005722045898,9.625005722045898,9.625005722045898,9.625005722045898,0,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,9.625005722045898,9.625005722045898,9.625005722045898,9.625005722045898,0,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,9.595721244812012,9.595721244812012,9.595721244812012,9.595721244812012,0,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,9.66405200958252,9.66405200958252,9.66405200958252,9.66405200958252,0,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,9.54691219329834,9.54691219329834,9.54691219329834,9.54691219329834,0,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,9.283347129821777,9.283347129821777,9.283347129821777,9.283347129821777,0,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,9.175969123840332,9.175969123840332,9.175969123840332,9.175969123840332,0,0.0,0.0,0.0
