Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-24 00:00:00-04:00,12.301403999328613,12.301403999328613,12.301403999328613,12.301403999328613,0,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,12.194009780883789,12.194009780883789,12.194009780883789,12.194009780883789,0,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,12.428321838378906,12.428321838378906,12.428321838378906,12.428321838378906,0,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,12.70168685913086,12.70168685913086,12.70168685913086,12.70168685913086,0,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,12.848132133483887,12.848132133483887,12.848132133483887,12.848132133483887,0,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,13.189837455749512,13.189837455749512,13.189837455749512,13.189837455749512,0,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,13.424150466918945,13.424150466918945,13.424150466918945,13.424150466918945,0,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,13.541306495666504,13.541306495666504,13.541306495666504,13.541306495666504,0,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,13.785382270812988,13.785382270812988,13.785382270812988,13.785382270812988,0,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,13.687751770019531,13.687751770019531,13.687751770019531,13.687751770019531,0,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,14.459030151367188,14.459030151367188,14.459030151367188,14.459030151367188,0,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,14.136850357055664,14.136850357055664,14.136850357055664,14.136850357055664,0,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,14.410215377807617,14.410215377807617,14.410215377807617,14.410215377807617,0,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,14.888603210449219,14.888603210449219,14.888603210449219,14.888603210449219,0,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,14.839788436889648,14.839788436889648,14.839788436889648,14.839788436889648,0,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,15.025284767150879,15.025284767150879,15.025284767150879,15.025284767150879,0,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,14.986233711242676,14.986233711242676,14.986233711242676,14.986233711242676,0,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,14.85931396484375,14.85931396484375,14.85931396484375,14.85931396484375,0,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,14.81049919128418,14.81049919128418,14.81049919128418,14.81049919128418,0,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,15.015522003173828,15.015522003173828,15.015522003173828,15.015522003173828,0,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,14.517607688903809,14.517607688903809,14.517607688903809,14.517607688903809,0,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,14.234480857849121,14.234480857849121,14.234480857849121,14.234480857849121,0,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,14.498082160949707,14.498082160949707,14.498082160949707,14.498082160949707,0,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,14.888603210449219,14.888603210449219,14.888603210449219,14.888603210449219,0,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,14.625000953674316,14.625000953674316,14.625000953674316,14.625000953674316,0,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,14.771446228027344,14.771446228027344,14.771446228027344,14.771446228027344,0,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,14.8690767288208,14.8690767288208,14.8690767288208,14.8690767288208,0,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,14.8495512008667,14.8495512008667,14.8495512008667,14.8495512008667,0,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,14.556660652160645,14.556660652160645,14.556660652160645,14.556660652160645,0,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,15.005759239196777,15.005759239196777,15.005759239196777,15.005759239196777,0,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,15.581777572631836,15.581777572631836,15.581777572631836,15.581777572631836,0,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,15.796565055847168,15.796565055847168,15.796565055847168,15.796565055847168,0,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,16.07969093322754,16.07969093322754,16.07969093322754,16.07969093322754,0,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,16.284713745117188,16.284713745117188,16.284713745117188,16.284713745117188,0,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,16.07969093322754,16.07969093322754,16.07969093322754,16.07969093322754,0,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,16.235898971557617,16.235898971557617,16.235898971557617,16.235898971557617,0,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,16.616657257080078,16.616657257080078,16.616657257080078,16.616657257080078,0,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,17.3488826751709,17.3488826751709,17.3488826751709,17.3488826751709,0,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,16.548316955566406,16.548316955566406,16.548316955566406,16.548316955566406,0,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,16.55807876586914,16.55807876586914,16.55807876586914,16.55807876586914,0,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,16.519027709960938,16.519027709960938,16.519027709960938,16.519027709960938,0,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,16.567842483520508,16.567842483520508,16.567842483520508,16.567842483520508,0,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,16.645946502685547,16.645946502685547,16.645946502685547,16.645946502685547,0,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,16.32376480102539,16.32376480102539,16.32376480102539,16.32376480102539,0,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,16.645946502685547,16.645946502685547,16.645946502685547,16.645946502685547,0,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,16.704524993896484,16.704524993896484,16.704524993896484,16.704524993896484,0,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,16.753339767456055,16.753339767456055,16.753339767456055,16.753339767456055,0,0.0,0.0,0.0
2023-08-02 00:00:00-04:00,16.294477462768555,16.294477462768555,16.294477462768555,16.294477462768555,0,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,16.343292236328125,16.343292236328125,16.343292236328125,16.343292236328125,0,0.0,0.0,0.0
