Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-24 00:00:00-04:00,1.9514000415802002,1.9514000415802002,1.9514000415802002,1.9514000415802002,0,0.0,0.0,0.0
2023-05-25 00:00:00-04:00,1.9234999418258667,1.9234999418258667,1.9234999418258667,1.9234999418258667,0,0.0,0.0,0.0
2023-05-26 00:00:00-04:00,1.9678000211715698,1.9678000211715698,1.9678000211715698,1.9678000211715698,0,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,1.9536999464035034,1.9536999464035034,1.9536999464035034,1.9536999464035034,0,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,1.9464999437332153,1.9464999437332153,1.9464999437332153,1.9464999437332153,0,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,1.9831000566482544,1.9831000566482544,1.9831000566482544,1.9831000566482544,0,0.0,0.0,0.0
2023-06-02 00:00:00-04:00,2.012700080871582,2.012700080871582,2.012700080871582,2.012700080871582,0,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,2.05430006980896,2.05430006980896,2.05430006980896,2.05430006980896,0,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,2.029599905014038,2.029599905014038,2.029599905014038,2.029599905014038,0,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,2.0404999256134033,2.0404999256134033,2.0404999256134033,2.0404999256134033,0,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,2.049099922180176,2.049099922180176,2.049099922180176,2.049099922180176,0,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,2.072000026702881,2.072000026702881,2.072000026702881,2.072000026702881,0,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,2.096100091934204,2.096100091934204,2.096100091934204,2.096100091934204,0,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,2.0968000888824463,2.0968000888824463,2.0968000888824463,2.0968000888824463,0,0.0,0.0,0.0
