Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-27 00:00:00+00:00,14.345297813415527,14.583966255187988,14.289724349975586,14.549345970153809,100317944,0.0,0.0
2023-05-28 00:00:00+00:00,14.550682067871094,15.034667015075684,14.387837409973145,14.935823440551758,154009924,0.0,0.0
2023-05-29 00:00:00+00:00,14.938732147216797,14.964109420776367,14.38296127319336,14.484777450561523,134187210,0.0,0.0
2023-05-30 00:00:00+00:00,14.485981941223145,14.723575592041016,14.41038990020752,14.4511137008667,136632953,0.0,0.0
2023-05-31 00:00:00+00:00,14.450821876525879,14.460808753967285,14.025012969970703,14.119641304016113,128954994,0.0,0.0
2023-06-01 00:00:00+00:00,14.119417190551758,14.284890174865723,13.893011093139648,14.10698413848877,116708033,0.0,0.0
2023-06-02 00:00:00+00:00,14.105902671813965,14.55781364440918,14.023426055908203,14.490138053894043,128575136,0.0,0.0
2023-06-03 00:00:00+00:00,14.49035358428955,14.597238540649414,14.422202110290527,14.574328422546387,91435614,0.0,0.0
2023-06-04 00:00:00+00:00,14.5748929977417,14.915099143981934,14.530661582946777,14.782492637634277,112060061,0.0,0.0
2023-06-05 00:00:00+00:00,14.783157348632812,14.873546600341797,13.60968017578125,13.897244453430176,236605569,0.0,0.0
2023-06-06 00:00:00+00:00,13.894960403442383,14.660537719726562,13.851909637451172,14.631876945495605,170072629,0.0,0.0
2023-06-07 00:00:00+00:00,14.63158130645752,14.682544708251953,13.996687889099121,14.032129287719727,159208577,0.0,0.0
2023-06-08 00:00:00+00:00,14.031624794006348,14.095104217529297,13.812854766845703,13.931173324584961,110532058,0.0,0.0
2023-06-09 00:00:00+00:00,13.931811332702637,14.225353240966797,13.7378568649292,13.767868041992188,130556047,0.0,0.0
2023-06-10 00:00:00+00:00,13.767866134643555,13.767866134643555,10.423677444458008,11.680257797241211,430714377,0.0,0.0
2023-06-11 00:00:00+00:00,11.680100440979004,11.795604705810547,11.500344276428223,11.575257301330566,121882450,0.0,0.0
2023-06-12 00:00:00+00:00,11.575085639953613,11.583162307739258,11.300929069519043,11.520296096801758,125715031,0.0,0.0
