Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-27 00:00:00+00:00,1829.746337890625,1834.781494140625,1819.3834228515625,1830.7685546875,443638159,0.0,0.0
2023-05-28 00:00:00+00:00,1830.8592529296875,1911.981201171875,1826.49462890625,1910.0418701171875,946450823,0.0,0.0
2023-05-29 00:00:00+00:00,1909.854736328125,1922.5615234375,1878.6650390625,1893.9393310546875,866135722,0.0,0.0
2023-05-30 00:00:00+00:00,1893.126953125,1915.720703125,1885.49755859375,1900.76513671875,832861211,0.0,0.0
2023-05-31 00:00:00+00:00,1900.957275390625,1906.783447265625,1853.3446044921875,1873.7579345703125,886469051,0.0,0.0
2023-06-01 00:00:00+00:00,1873.9078369140625,1885.7227783203125,1847.3863525390625,1861.5208740234375,767729784,0.0,0.0
2023-06-02 00:00:00+00:00,1861.0980224609375,1908.873779296875,1853.0587158203125,1907.1522216796875,777063702,0.0,0.0
2023-06-03 00:00:00+00:00,1907.2032470703125,1908.6871337890625,1886.1600341796875,1891.7220458984375,498514005,0.0,0.0
2023-06-04 00:00:00+00:00,1891.2684326171875,1910.43505859375,1885.81884765625,1890.3577880859375,462662128,0.0,0.0
2023-06-05 00:00:00+00:00,1890.392822265625,1890.392822265625,1791.5137939453125,1811.3231201171875,1305607307,0.0,0.0
2023-06-06 00:00:00+00:00,1811.3177490234375,1893.5357666015625,1801.469970703125,1883.369384765625,1167877060,0.0,0.0
2023-06-07 00:00:00+00:00,1883.526611328125,1892.6304931640625,1825.3580322265625,1832.1256103515625,1104457573,0.0,0.0
2023-06-08 00:00:00+00:00,1832.205322265625,1858.5006103515625,1831.1900634765625,1846.699951171875,630132770,0.0,0.0
2023-06-09 00:00:00+00:00,1846.687255859375,1853.4620361328125,1829.9700927734375,1839.29541015625,592727523,0.0,0.0
2023-06-10 00:00:00+00:00,1839.2154541015625,1842.6778564453125,1724.271240234375,1753.0052490234375,1727687710,0.0,0.0
2023-06-11 00:00:00+00:00,1753.002685546875,1774.358642578125,1742.3111572265625,1752.132568359375,583771802,0.0,0.0
2023-06-12 00:00:00+00:00,1752.449462890625,1755.6868896484375,1724.7763671875,1741.692626953125,815190481,0.0,0.0
2023-06-13 00:00:00+00:00,1741.7451171875,1760.8912353515625,1728.036865234375,1738.2047119140625,809772884,0.0,0.0
2023-06-14 00:00:00+00:00,1738.1904296875,1747.6739501953125,1636.271240234375,1650.556884765625,971089166,0.0,0.0
2023-06-15 00:00:00+00:00,1650.6978759765625,1675.972412109375,1627.361328125,1665.2930908203125,892775319,0.0,0.0
2023-06-16 00:00:00+00:00,1665.3529052734375,1724.8887939453125,1653.8001708984375,1716.892822265625,752861657,0.0,0.0
2023-06-17 00:00:00+00:00,1716.769287109375,1757.7109375,1714.6937255859375,1728.080810546875,554558053,0.0,0.0
2023-06-18 00:00:00+00:00,1727.828125,1745.53173828125,1718.164306640625,1720.39501953125,402466972,0.0,0.0
2023-06-19 00:00:00+00:00,1720.3817138671875,1744.8154296875,1706.684326171875,1734.842529296875,743246505,0.0,0.0
2023-06-20 00:00:00+00:00,1735.7818603515625,1792.2484130859375,1716.68701171875,1791.711181640625,986681123,0.0,0.0
2023-06-21 00:00:00+00:00,1791.68212890625,1896.6695556640625,1789.1793212890625,1891.6279296875,1698685364,0.0,0.0
2023-06-22 00:00:00+00:00,1891.0574951171875,1929.546142578125,1869.687255859375,1873.5455322265625,1173664937,0.0,0.0
2023-06-23 00:00:00+00:00,1873.72216796875,1930.201171875,1866.3240966796875,1891.5887451171875,1181624170,0.0,0.0
2023-06-24 00:00:00+00:00,1892.105712890625,1902.56982421875,1869.843017578125,1876.751220703125,635014805,0.0,0.0
2023-06-25 00:00:00+00:00,1876.5054931640625,1925.585205078125,1872.44677734375,1900.5264892578125,889094882,0.0,0.0
2023-06-26 00:00:00+00:00,1900.484375,1903.4432373046875,1844.270263671875,1858.2581787109375,1166353097,0.0,0.0
2023-06-27 00:00:00+00:00,1858.560791015625,1907.6842041015625,1856.807861328125,1890.208251953125,1176983542,0.0,0.0
2023-06-28 00:00:00+00:00,1890.3687744140625,1890.3687744140625,1824.3079833984375,1828.8983154296875,914265145,0.0,0.0
2023-06-29 00:00:00+00:00,1828.87548828125,1875.35986328125,1828.87548828125,1852.69580078125,798055720,0.0,0.0
2023-06-30 00:00:00+00:00,1852.177978515625,1938.629638671875,1841.1719970703125,1933.4112548828125,1892217690,0.0,0.0
2023-07-01 00:00:00+00:00,1933.5771484375,1940.9033203125,1911.797607421875,1923.75390625,631349901,0.0,0.0
2023-07-02 00:00:00+00:00,1923.6998291015625,1954.1083984375,1899.5595703125,1937.01318359375,770334345,0.0,0.0
2023-07-03 00:00:00+00:00,1937.1256103515625,1972.719482421875,1935.5264892578125,1954.5860595703125,1028066023,0.0,0.0
2023-07-04 00:00:00+00:00,1954.5191650390625,1964.0771484375,1935.484130859375,1937.7354736328125,741503732,0.0,0.0
2023-07-05 00:00:00+00:00,1937.787841796875,1941.8074951171875,1898.2073974609375,1911.4619140625,790978244,0.0,0.0
2023-07-06 00:00:00+00:00,1911.4764404296875,1954.392578125,1851.6815185546875,1851.6815185546875,1158525410,0.0,0.0
2023-07-07 00:00:00+00:00,1851.622314453125,1875.464111328125,1835.2176513671875,1869.023193359375,787849399,0.0,0.0
2023-07-08 00:00:00+00:00,1869.29638671875,1871.3082275390625,1845.912109375,1863.56787109375,444442474,0.0,0.0
2023-07-09 00:00:00+00:00,1863.5616455078125,1876.5416259765625,1859.5987548828125,1862.836669921875,503905093,0.0,0.0
2023-07-10 00:00:00+00:00,1862.845703125,1901.8499755859375,1850.7335205078125,1879.3812255859375,755089551,0.0,0.0
2023-07-11 00:00:00+00:00,1879.5030517578125,1887.9212646484375,1865.3035888671875,1877.649658203125,587040370,0.0,0.0
2023-07-12 00:00:00+00:00,1877.4940185546875,1898.613525390625,1867.5076904296875,1872.1668701171875,790663423,0.0,0.0
2023-07-13 00:00:00+00:00,1872.1365966796875,2006.28662109375,1864.9757080078125,2005.314697265625,1465867127,0.0,0.0
2023-07-14 00:00:00+00:00,2005.6689453125,2020.1912841796875,1903.4951171875,1936.175048828125,1423726047,0.0,0.0
2023-07-15 00:00:00+00:00,1937.0128173828125,1944.180908203125,1928.8555908203125,1930.740966796875,567615291,0.0,0.0
2023-07-16 00:00:00+00:00,1930.86181640625,1941.326416015625,1919.587646484375,1923.3287353515625,532482897,0.0,0.0
2023-07-17 00:00:00+00:00,1922.805419921875,1934.5281982421875,1879.394287109375,1911.8734130859375,992471375,0.0,0.0
2023-07-18 00:00:00+00:00,1911.5694580078125,1915.8948974609375,1884.3642578125,1897.37109375,797216699,0.0,0.0
2023-07-19 00:00:00+00:00,1897.056396484375,1917.956787109375,1885.2923583984375,1890.2174072265625,723207919,0.0,0.0
2023-07-20 00:00:00+00:00,1890.4295654296875,1925.9739990234375,1882.2327880859375,1891.866455078125,841174815,0.0,0.0
2023-07-21 00:00:00+00:00,1891.6771240234375,1902.60498046875,1886.579345703125,1893.122314453125,601524246,0.0,0.0
2023-07-22 00:00:00+00:00,1892.9014892578125,1896.3271484375,1856.478271484375,1863.7137451171875,520635170,0.0,0.0
2023-07-23 00:00:00+00:00,1863.9688720703125,1902.2119140625,1860.4881591796875,1887.968994140625,501551546,0.0,0.0
2023-07-24 00:00:00+00:00,1887.3536376953125,1889.6331787109375,1838.3956298828125,1849.281982421875,714743032,0.0,0.0
2023-07-25 00:00:00+00:00,1849.4591064453125,1865.68359375,1846.8173828125,1857.61572265625,480848860,0.0,0.0
2023-07-26 00:00:00+00:00,1858.3780517578125,1885.370849609375,1850.1484375,1870.3779296875,740527199,0.0,0.0
2023-07-27 00:00:00+00:00,1870.5494384765625,1884.1729736328125,1855.98876953125,1859.79345703125,564196423,0.0,0.0
2023-07-28 00:00:00+00:00,1859.5006103515625,1879.3582763671875,1857.3875732421875,1875.8082275390625,433461452,0.0,0.0
2023-07-29 00:00:00+00:00,1875.8280029296875,1884.39013671875,1870.64794921875,1880.8477783203125,290613774,0.0,0.0
2023-07-30 00:00:00+00:00,1881.1058349609375,1882.986328125,1854.09375,1861.9844970703125,593744534,0.0,0.0
2023-07-31 00:00:00+00:00,1861.6539306640625,1873.236083984375,1853.232177734375,1856.0968017578125,765493223,0.0,0.0
2023-08-01 00:00:00+00:00,1856.0880126953125,1870.4542236328125,1819.69384765625,1870.4542236328125,843650804,0.0,0.0
2023-08-02 00:00:00+00:00,1870.579833984375,1875.20458984375,1825.2626953125,1838.8199462890625,655958475,0.0,0.0
2023-08-03 00:00:00+00:00,1838.89111328125,1852.7080078125,1826.905517578125,1835.897705078125,500981159,0.0,0.0
2023-08-04 00:00:00+00:00,1835.904052734375,1845.8878173828125,1819.8797607421875,1827.1322021484375,534317052,0.0,0.0
2023-08-05 00:00:00+00:00,1827.1170654296875,1836.696533203125,1825.78125,1835.09033203125,294041844,0.0,0.0
2023-08-06 00:00:00+00:00,1835.4842529296875,1836.7132568359375,1825.2584228515625,1827.6485595703125,356910226,0.0,0.0
2023-08-07 00:00:00+00:00,1828.6370849609375,1841.864501953125,1805.952392578125,1825.8489990234375,616053002,0.0,0.0
2023-08-08 00:00:00+00:00,1825.815673828125,1870.485107421875,1825.164306640625,1856.6661376953125,745627331,0.0,0.0
2023-08-09 00:00:00+00:00,1856.1416015625,1868.4710693359375,1847.3829345703125,1854.945556640625,591701306,0.0,0.0
2023-08-10 00:00:00+00:00,1854.4437255859375,1861.4571533203125,1846.4219970703125,1850.693603515625,431508737,0.0,0.0
2023-08-11 00:00:00+00:00,1850.690185546875,1852.9266357421875,1840.652587890625,1846.7080078125,386088858,0.0,0.0
2023-08-12 00:00:00+00:00,1846.790283203125,1851.9656982421875,1845.8736572265625,1848.389404296875,254660334,0.0,0.0
2023-08-13 00:00:00+00:00,1848.2557373046875,1857.5999755859375,1836.771240234375,1839.283203125,334627353,0.0,0.0
2023-08-14 00:00:00+00:00,1839.125244140625,1852.5499267578125,1835.95849609375,1844.25634765625,442065813,0.0,0.0
2023-08-15 00:00:00+00:00,1844.0235595703125,1844.8692626953125,1819.1939697265625,1827.120849609375,529234589,0.0,0.0
2023-08-16 00:00:00+00:00,1827.107421875,1828.4085693359375,1803.3917236328125,1806.925048828125,644949077,0.0,0.0
2023-08-17 00:00:00+00:00,1806.68701171875,1807.0355224609375,1586.13427734375,1684.811767578125,1892577195,0.0,0.0
