Date,Close,High,Low,Open,Volume
2024-07-01,103.99982452392578,104.38275379874678,103.93109382052418,104.06855522732738,4132700
2024-07-02,104.19622039794922,104.37295759154487,104.06857229135532,104.32386101345705,2341900
2024-07-03,104.60858917236328,104.70677482289176,104.34347967574291,104.34347967574291,854300
2024-07-05,105.07988739013672,105.1977146700179,104.80496456149918,104.94242597581794,1192500
2024-07-08,105.04061126708984,105.148610235049,104.89332905102236,105.0013355100662,1156500
2024-07-09,104.88351440429688,105.02097581641759,104.75587380478053,104.9620659229616,4961700
2024-07-10,105.07988739013672,105.09952901565954,104.92279184138037,104.96206760134076,1476000
2024-07-11,105.39408111572266,105.57081828184695,105.31553709051123,105.48245344432725,1321100
2024-07-12,105.56100463867188,105.57081795986531,105.33517090277992,105.46281898914337,1678800
2024-07-15,105.49227905273438,105.61991965420529,105.38427258568774,105.47263742722485,930200
2024-07-16,105.8162841796875,105.90465650664495,105.58063712627555,105.63954701685734,818200
2024-07-17,105.85556030273438,105.94393262999708,105.69846476361204,105.7966504119491,956000
2024-07-18,105.61992645263672,105.87521516309593,105.61010563924982,105.72793292663539,1272900
2024-07-19,105.36463165283203,105.53155550641932,105.34499751827867,105.51191388078068,1948200
2024-07-22,105.23699188232422,105.40390824614555,105.0700755185029,105.34499835093457,2347900
2024-07-23,105.17807006835938,105.40389630180108,105.16824925657532,105.25661408937829,2039600
2024-07-24,104.8638687133789,105.39407267822051,104.8638687133789,105.28607371581522,1252900
2024-07-25,105.1191635131836,105.29590068807322,104.99152291118536,105.0013437239807,1073200
2024-07-26,105.45301055908203,105.49228632172215,105.28609418617589,105.41373479644193,1458800
2024-07-29,105.56100463867188,105.64936947592207,105.4726323103368,105.63954866364375,973300
2024-07-30,105.63953399658203,105.75736125430795,105.50207260811037,105.65917561841161,693500
2024-07-31,106.2188491821289,106.23848331420534,105.68863772305328,105.93410557497249,1585700
2024-08-01,106.35948181152344,106.66434708410486,106.32997968876822,106.39882047622477,3247900
2024-08-02,106.87088012695312,107.00856171562587,106.58568040667848,106.7922027896876,1393900
2024-08-05,107.17575073242188,107.32326135791106,106.63485342868256,106.92005314310114,3172500
2024-08-06,106.5561752319336,106.94955440392107,106.53650964972186,106.92005227906164,2115100
2024-08-07,106.23164367675781,106.57585516378667,106.16280287996886,106.3988349001745,1239900
2024-08-08,106.13329315185547,106.16279527649716,105.86776652699652,106.00544811071354,1189900
2024-08-09,106.40866088867188,106.51684035239262,106.32015451094614,106.51684035239262,804900
2024-08-12,106.69386291503906,106.73320158479468,106.27098159402126,106.3201568069868,611300
2024-08-13,106.92005920410156,106.94956133087179,106.78237761045108,106.92989574738634,717700
2024-08-14,106.86105346679688,107.1462456903386,106.80204171099166,106.98889851538745,516100
2024-08-15,106.63485717773438,106.63485717773438,106.3496574532888,106.41849824863195,443800
2024-08-16,106.59551239013672,106.83153688875385,106.54633718067821,106.81187130682055,840100
2024-08-19,106.66436004638672,106.84138030751336,106.57585366736541,106.57585366736541,1159300
2024-08-20,107.08723449707031,107.14623874596731,106.85120999839879,106.90037770478511,1449500
2024-08-21,107.32327270507812,107.39211350527943,106.98890524783876,107.18559110467551,2223600
2024-08-22,106.98889923095703,107.01840135751495,106.67419737586587,107.01840135751495,1018100
2024-08-23,107.55929565429688,107.67730415720007,107.05773700770673,107.12657780209489,790400
2024-08-26,107.56912994384766,107.79532542392423,107.56912994384766,107.74615020992543,1096600
2024-08-27,107.56912994384766,107.64780728501205,107.3232688800221,107.35277851027192,1599400
2024-08-28,107.55929565429688,107.69697724307318,107.50028389976141,107.62813644868503,687600
2024-08-29,107.41177368164062,107.4806144735671,107.32325980454455,107.42161022422543,746100
2024-08-30,107.06757354736328,107.44127964501837,106.99873275297725,107.36260230769608,1160900
2024-09-03,107.28398895263672,107.58894580123307,107.22496843588034,107.34301697454526,2892600
2024-09-04,107.56925964355469,107.61844840745557,107.2249608117034,107.2741495756043,2176700
2024-09-05,107.63812255859375,107.76601034641642,107.48073201877982,107.76601034641642,6292500
2024-09-06,107.70697784423828,108.19883545655759,107.64795733240847,107.8643758826532,2264200
2024-09-09,107.9529037475586,108.0217635112256,107.67746469289055,107.77583471167894,1377500
2024-09-10,108.18901062011719,108.2283526270829,107.8643827740099,107.90373228612764,2782200
2024-09-11,108.25787353515625,108.53331262283045,108.1791745086344,108.22835577134637,1550000
2024-09-12,108.27754211425781,108.3464018846342,108.07096280312865,108.18901134026764,1787300
2024-09-13,108.64151763916016,108.7300484116544,108.51362984979919,108.72020915743772,1689400
2024-09-16,109.01532745361328,109.06451621986548,108.76939863265629,108.85793691087984,944400
2024-09-17,108.9759750366211,109.10386282340686,108.9169545228134,109.04483480444735,2195700
2024-09-18,108.57266235351562,109.2514208194571,108.5333128401759,108.78907341915568,1191400
2024-09-19,108.89727020263672,108.92678796311692,108.48411161773056,108.53330038004619,1789600
2024-09-20,108.74972534179688,108.87760562414995,108.52346752900868,108.7103758306532,1088700
2024-09-23,108.75955200195312,108.87760052986077,108.39558217491965,108.56281196059187,1208900
2024-09-24,109.0251693725586,109.08418988938215,108.58249298092541,108.67103126131292,1880400
2024-09-25,108.61200714111328,108.82841819733723,108.5923286327235,108.81858644829428,1181600
2024-09-26,108.47428131103516,108.63167935930598,108.31689076791636,108.59232984723826,2141700
2024-09-27,108.73988342285156,108.84809269955686,108.60216388979968,108.68086291015837,892400
2024-09-30,108.67103576660156,108.78907680514241,108.47428819377932,108.74973479573046,1592400
2024-10-01,109.02751922607422,109.34265582772088,108.93889057879042,108.97828359317741,3069000
2024-10-02,108.92904663085938,108.99798253158787,108.63360276290891,108.71238879615565,2561600
2024-10-03,108.4661865234375,108.94873782162378,108.44649377213277,108.70253710634206,1590600
2024-10-04,107.72758483886719,108.05257158765849,107.70789208747813,107.92454240655607,1919500
2024-10-07,107.60940551757812,107.69804168222831,107.50108411503835,107.55031975011106,1643900
2024-10-08,107.78666687011719,107.80636713427293,107.38290161631637,107.42229463117853,1951200
2024-10-09,107.58971405029297,107.61925693437908,107.35336346415434,107.48138513301075,2538600
2024-10-10,107.80636596679688,107.82605871729004,107.53062237919723,107.60940089461909,1854500
2024-10-11,107.81622314453125,108.01318071613092,107.68819396088671,107.75712986229156,1716200
2024-10-14,107.70789337158203,107.73743625574262,107.43214225470061,107.44199238723736,1095800
2024-10-15,107.8260498046875,107.97377171824824,107.74727129577725,107.78665679350806,911200
2024-10-16,107.84576416015625,107.98363596057689,107.8162212762732,107.96393569568845,681000
2024-10-17,107.5207748413086,107.66849677064361,107.45183894274551,107.57986060766282,1163900
2024-10-18,107.69803619384766,107.81621523620886,107.66849331161966,107.66849331161966,964800
2024-10-21,106.9200439453125,107.43213811574958,106.89050106229008,107.40259523272717,1783100
2024-10-22,107.0677719116211,107.21549384851286,106.96929312484318,107.14655794642334,1464100
2024-10-23,106.8018569946289,106.88064301915676,106.66398520842957,106.83140738891349,1311000
2024-10-24,106.91018676757812,107.10715183049618,106.7920152432762,106.86095113693528,1505000
2024-10-25,106.62459564208984,107.0382185275043,106.57536001025534,107.0382185275043,1677500
2024-10-28,106.41779327392578,106.57536533594804,106.24052846087548,106.56551520370928,1848300
2024-10-29,106.57537078857422,106.5950635406098,106.07311920699385,106.2011408788497,8300200
2024-10-30,106.78217315673828,107.1071598999509,106.66399411008383,106.6836943745843,1174900
2024-10-31,106.66399383544922,106.84125864824973,106.43749338842322,106.68369409989897,3683800
2024-11-01,106.20962524414062,106.92911829457441,106.12091619211446,106.80099135234556,2613400
2024-11-04,106.38704681396484,106.73200978606918,106.24906162512312,106.67287542503097,1901900
2024-11-05,106.485595703125,106.5940137003643,106.08149089166433,106.29832688614293,3188100
2024-11-06,106.31804656982422,106.55459151658623,105.8350909239986,105.87451633506366,1828500
2024-11-07,106.71228790283203,106.81085519239778,106.4166085930201,106.43631753915619,4425600
2024-11-08,107.00797271728516,107.12624895075983,106.81085318112235,106.97840553882357,2767200
2024-11-11,106.65314483642578,106.77142106247021,106.56444330661333,106.72213742171141,1465400
2024-11-12,106.09135437011719,106.63344438311933,106.02236177933769,106.46588450297331,3034500
2024-11-13,105.89423370361328,106.53487595990676,105.80552464805322,106.44617442397504,2857900
2024-11-14,105.87451934814453,106.30819136257364,105.82524322263208,106.18006441268707,2095500
2024-11-15,105.90408325195312,106.09135207414262,105.51969489455341,105.66753830577521,3513200
2024-11-18,106.16034698486328,106.2194813427938,105.82524226375244,105.88437662168296,1572000
2024-11-19,106.32789611816406,106.50530670619929,106.28847070753088,106.37717976136258,1349300
2024-11-20,106.27861785888672,106.54472997577786,106.18990880683765,106.22933421667857,2465200
2024-11-21,106.14064025878906,106.4264688608123,106.04207296733867,106.27862544326531,2007300
2024-11-22,106.219482421875,106.34761689153075,106.07164652554684,106.15048983037903,1541900
2024-11-25,106.80099487304688,106.84042028417727,106.49545733632166,106.72214405078608,2028500
2024-11-26,106.55459594726562,106.82070808348463,106.49546158802332,106.76157372424233,2612500
2024-11-27,106.88969421386719,106.96854503450912,106.72214185972416,106.92911962418815,2106700
2024-11-29,107.19524383544922,107.20509454872845,106.97840782925066,107.1361019576315,2221400
2024-12-02,107.13600158691406,107.38283597885427,106.87929171011564,106.87929171011564,10473300
2024-12-03,107.18536376953125,107.35321688069358,107.10638248915889,107.29397150442954,2072500
2024-12-04,107.49144744873047,107.5704287319768,107.0767599309438,107.08663541614511,2743300
2024-12-05,107.36308288574219,107.44207169746991,107.22485623161249,107.25447515281347,1712900
2024-12-06,107.45195007324219,107.72840338893984,107.37296125938917,107.66916554494402,1557400
2024-12-09,107.25447845458984,107.35321823868301,107.19524061036428,107.3334672687492,1239200
2024-12-10,107.21498107910156,107.28410193916824,107.01751658195818,107.07675442454365,1925100
2024-12-11,107.05701446533203,107.32359229841327,106.99777662082242,107.21498456162033,1200500
2024-12-12,106.7114486694336,106.99777747482868,106.6719542618493,106.90891317456702,1836700
2024-12-13,106.41524505615234,106.74106827120521,106.36588269594887,106.73119278604928,1480300
2024-12-16,106.29676055908203,106.52384396933864,106.2770095904065,106.48434956477502,2852400
2024-12-17,106.23751831054688,106.37574496419147,106.18815595298105,106.21777487407807,1375700
2024-12-18,105.56513977050781,106.46495108993405,105.5453593866928,106.27708270772763,2634500
2024-12-19,105.13995361328125,105.50580773524433,104.85319839573879,105.45637186298221,5926400
2024-12-20,105.34759521484375,105.64423306025255,105.32781483207978,105.48602771816898,3304900
2024-12-23,105.20916748046875,105.34759999006889,105.13006103383839,105.3080467667537,2272500
2024-12-24,105.44647216796875,105.44647216796875,105.07072788781329,105.0806105349714,704400
2024-12-26,105.44647216796875,105.5156884181028,105.18938000575424,105.19927019691781,1175800
2024-12-27,105.17950439453125,105.45636941358819,105.14983381905574,105.35749012735442,1359200
2024-12-30,105.48603057861328,105.62446308569235,105.37726110247888,105.54535664050265,6392500
2024-12-31,105.35749053955078,105.72334465444767,105.34760034768692,105.65412839941264,2971800
2025-01-02,105.51569366455078,105.77278583954842,105.43658721931985,105.5849099181264,3753600
2025-01-03,105.29815673828125,105.60469233344794,105.2882740904416,105.54535872638013,2283800
2025-01-06,105.29815673828125,105.3673729931887,105.14983403662072,105.20916764368852,4278000
2025-01-07,105.13005828857422,105.32781685598006,105.001515974161,105.24871795542118,6720600
2025-01-08,105.40692901611328,105.52558868939444,105.14983682934054,105.1893900537676,2661800
2025-01-10,105.03118133544922,105.23883009903469,104.90263147417778,105.11028778176919,4238600
2025-01-13,105.03118133544922,105.15972365271472,104.90263147417778,105.14983346092323,1671800
2025-01-14,105.07073211669922,105.11028533893997,104.9322996108595,105.10039514737834,1100800
2025-01-15,105.80244445800781,105.85188787021657,105.60468589718384,105.70356517759582,2803400
2025-01-16,105.94087982177734,106.12875574044016,105.69367784206551,105.83211034718367,2669400
2025-01-17,105.98043823242188,106.13864358429991,105.90133178447981,106.02988164838719,1068100
2025-01-21,106.0595474243164,106.17819955529315,105.94088774933337,106.06943007256027,2552600
2025-01-22,105.94087982177734,106.11886554893007,105.87166356921826,106.09909270991565,1549800
2025-01-23,106.03975677490234,106.03975677490234,105.62445926867298,105.64423210725295,2548900
2025-01-24,106.22763061523438,106.24740345342826,105.91121239609437,105.9408754253879,1654800
2025-01-27,106.67259979248047,106.74181604777976,106.49461405828143,106.68248998438209,3059000
2025-01-28,106.74181365966797,106.76159404302868,106.48472902802574,106.59349850449202,1363400
2025-01-29,106.61327362060547,106.84070277007518,106.31662821590689,106.79125935462342,941400
2025-01-30,106.72203826904297,106.9000239950051,106.60337860373299,106.77148168225688,1530500
2025-01-31,106.8011474609375,106.84070068372533,106.5045020620317,106.72204101536184,2856500
2025-02-03,107.04834747314453,107.65152090753607,106.91979761545097,107.43398195821378,5060500
2025-02-04,107.2263412475586,107.2461140880692,106.65283080066901,106.69238402569653,3018800
2025-02-05,107.70095825195312,107.76029185785717,107.46364646035441,107.51308987460682,2186500
2025-02-06,107.51309204101562,107.68118758245161,107.42409540236916,107.64163435905385,1366000
2025-02-07,107.2263412475586,107.3548835708933,107.02857512242099,107.20656086304169,3189500
2025-02-10,107.27577209472656,107.47353821059836,107.19667319238378,107.39443176424965,1028500
2025-02-11,107.24610900878906,107.24610900878906,107.08790366017804,107.14722972290645,1493200
2025-02-12,106.60338592529297,106.88025095269244,106.5836130850528,106.87036830457545,1680900
2025-02-13,107.1966781616211,107.24611403487624,106.82092629604918,106.98902184432804,1669600
2025-02-14,107.39442443847656,107.57241015861715,107.35487121800027,107.47353087942913,2046800
2025-02-18,107.04834747314453,107.32521248355263,107.03845728162833,107.1966701698648,1330100
2025-02-19,107.26588439941406,107.3054300767216,107.07800848417806,107.10767151416151,1030600
2025-02-20,107.4834213256836,107.60208099572256,107.34498881597445,107.3746518474827,2129300
2025-02-21,107.70095825195312,107.8987243649569,107.56252574485339,107.5921887758025,1114500
2025-02-24,107.93827819824219,107.95805103765152,107.6515229907687,107.6515229907687,1137700
2025-02-25,108.39312744140625,108.49200672509329,108.30413080528386,108.37334705826537,1629900
2025-02-26,108.48211669921875,108.61065901380768,108.3041309707079,108.42279063771707,1728200
2025-02-27,108.35357666015625,108.53156239240496,108.27447021382217,108.32391362878245,1194400
2025-02-28,109.10506439208984,109.17428819008069,108.66010383704452,108.75898312216505,2418600
2025-03-03,109.4017105102539,109.45115392514197,108.78864686806922,109.124845492495,2632500
2025-03-04,109.01607513427734,109.65880180260034,108.93696868869786,109.64891161090144,3752200
2025-03-05,108.46234893798828,109.09518543698671,108.43268590584869,109.02596918065895,2822000
2025-03-06,108.41290283203125,108.48211908664176,107.9778249207618,108.29424316241068,1945000
2025-03-07,108.23491668701172,108.75898369049439,108.14592759313999,108.68976743614773,2422200
2025-03-10,108.71942901611328,108.8974147454867,108.63043992342949,108.73920939938023,1903400
2025-03-11,108.42279052734375,108.91719449003661,108.35357427432699,108.7095457309863,2341300
2025-03-12,108.29424285888672,108.5612252287832,108.27447001934168,108.33379608198271,3293300
2025-03-13,108.45245361328125,108.53156005791378,108.11625499559594,108.20525163180896,2152200
2025-03-14,108.19536590576172,108.35357880155665,108.15581268181298,108.26458216167048,1042900
2025-03-17,108.22502899169922,108.47223098349752,108.16570292774958,108.32391582362342,1838400
2025-03-18,108.34368133544922,108.45245080800402,108.1656956116328,108.17558580295749,1172200
2025-03-19,108.89741516113281,108.89741516113281,108.17558959325642,108.2744688779511,1391800
2025-03-20,108.99629974365234,109.24350172229765,108.84797704766402,109.22372133936284,2287100
2025-03-21,108.86775207519531,109.23361372678745,108.86775207519531,109.19406050412837,1228400
2025-03-24,108.59088897705078,108.79853774167127,108.53156291401807,108.76887471015492,1977500
2025-03-25,108.76887512207031,108.81831853745547,108.5809991964139,108.63044261179907,1165300
2025-03-26,108.63043975830078,108.80842548740364,108.5809963442144,108.68976581999979,1548100
2025-03-27,108.85785675048828,108.90730016248216,108.64032535212948,108.719424249712,2945700
2025-03-28,109.4115982055664,109.53025032818095,109.17428641633155,109.18416906387893,1558500
2025-03-31,109.84667205810547,109.98511211223841,109.69835690011661,109.82689921837563,2755600
2025-04-01,109.91533660888672,110.27359454785922,109.84567576477887,109.95514389015727,3953100
2025-04-02,109.74616241455078,110.25369576505916,109.55707972481062,110.25369576505916,1679800
2025-04-03,110.43282318115234,110.91049536934676,110.36316233735472,110.68161299363851,3547500
2025-04-04,110.06461334228516,110.97021191906605,110.02480606053474,110.89059735556522,4726000
2025-04-07,108.74105072021484,109.95514625142049,108.70125103055216,109.76607115190318,5648000
2025-04-08,108.47235870361328,109.29834270675842,108.42259770392018,108.96993833069408,3549100
2025-04-09,108.70124816894531,108.73110173163778,107.26821642000641,107.82550317016597,4559100
2025-04-10,107.40753936767578,108.55197403657667,107.34783224159035,108.37284506585772,4609000
2025-04-11,107.44734954833984,107.44734954833984,105.95461061622612,106.58155823442726,2989200
2025-04-14,107.96482849121094,108.21361831197115,107.72599238917071,108.10415018343963,3639200
2025-04-15,107.95487976074219,108.23352313847782,107.86531147934853,107.95487976074219,2982000
2025-04-16,108.25342559814453,108.3529400079595,107.90512136756071,108.0344893410739,2294400
2025-04-17,108.50221252441406,108.56191965021769,108.23352286583514,108.29322999163877,1942000
2025-04-21,107.9449234008789,108.64153182817216,107.90511612039609,108.28327389628923,2079200
2025-04-22,108.3429946899414,108.4624089456251,108.21361912300029,108.32308725235224,2639700
2025-04-23,108.66144561767578,109.34810036687888,108.4823166412613,109.28839323889501,1740500
2025-04-24,109.23863220214844,109.23863220214844,108.95004268867727,109.01970353545701,1658300
2025-04-25,109.28839111328125,109.43766652280044,109.22868398645866,109.40781295938915,1930700
2025-04-28,109.66654968261719,109.69641083870323,109.32819917160309,109.34809901653101,1204800
2025-04-29,109.85562896728516,109.87553640405822,109.60683915485947,109.61679287324601,1106100
2025-04-30,109.98500061035156,110.0944687388725,109.70635722592112,109.82577907316109,2729600
2025-05-01,109.61000061035156,110.2300033569336,109.45999908447266,110.0199966430664,2383600
2025-05-02,109.04000091552734,109.4000015258789,108.98999786376953,109.37000274658203,1794200
2025-05-05,108.93000030517578,109.0,108.66999816894531,108.94000244140625,1751500
2025-05-06,109.26000213623047,109.27999877929688,108.88999938964844,108.97000122070312,1772200
2025-05-07,109.37000274658203,109.62999725341797,109.26000213623047,109.41000366210938,2185800
2025-05-08,108.9800033569336,109.44999694824219,108.91000366210938,109.44000244140625,1132500
2025-05-09,109.08000183105469,109.33000183105469,109.01000213623047,109.18000030517578,867200
2025-05-12,108.2300033569336,108.66999816894531,108.20999908447266,108.48999786376953,1481000
2025-05-13,108.48999786376953,108.48999786376953,108.08000183105469,108.22000122070312,2724200
2025-05-14,108.37999725341797,108.5,108.27999877929688,108.48999786376953,1815200
2025-05-15,108.69000244140625,108.77999877929688,108.38999938964844,108.51000213623047,1668000
2025-05-16,108.87999725341797,109.0,108.75,108.9800033569336,1120900
2025-05-19,108.88999938964844,108.94999694824219,108.4000015258789,108.44999694824219,2179300
2025-05-20,108.7300033569336,108.79000091552734,108.4800033569336,108.62000274658203,1851600
2025-05-21,108.13999938964844,108.56999969482422,108.06999969482422,108.47000122070312,1870000
2025-05-22,108.45999908447266,108.4800033569336,107.9800033569336,108.05000305175781,2654500
2025-05-23,108.55999755859375,108.66000366210938,108.44000244140625,108.62000274658203,1596900
