Date,Close,High,Low,Open,Volume
,HYG,HYG,HYG,HYG,HYG
2024-05-24,73.04713439941406,73.06608957970246,72.8102452507908,72.90500669366658,20486000
2024-05-28,72.7533950805664,73.14189675923491,72.73444712932357,73.12294157870888,27771700
2024-05-29,72.53546905517578,72.63022328033593,72.50703628127216,72.52599146387458,38800000
2024-05-30,72.82920837402344,72.84815632709524,72.61126715263623,72.61126715263623,44210200
2024-05-31,73.08504486083984,73.10400004302936,72.88605882355279,72.88605882355279,45381900
2024-06-03,73.31161499023438,73.31161499023438,73.14977368016727,73.17833903817534,36791300
2024-06-04,73.27352905273438,73.39728320856172,73.21641286742855,73.22592738965014,39230600
2024-06-05,73.51154327392578,73.51154327392578,73.26402763048269,73.41634718429262,29793700
2024-06-06,73.38776397705078,73.4734455209851,73.34016957530444,73.4734455209851,24398300
2024-06-07,73.19738006591797,73.24498173600544,73.06410410526719,73.10218398873815,32498800
2024-06-10,73.26402282714844,73.27354461438631,73.07363066036459,73.12122507056274,24895800
2024-06-11,73.35921478271484,73.36873656941694,73.15930083994202,73.22593882086629,25339600
2024-06-12,73.65433502197266,73.91136516928127,73.63529144780432,73.86376349685591,51775700
2024-06-13,73.64481353759766,73.82569117796287,73.54961745535115,73.82569117796287,38532000
2024-06-14,73.35921478271484,73.4734544341544,73.25449691797738,73.40681645323012,52953300
2024-06-17,73.40681457519531,73.48297434087321,73.14977718178113,73.24498052037602,33165000
2024-06-18,73.63528442382812,73.69240787788871,73.47345037381187,73.49248668316888,46845500
2024-06-20,73.58769989013672,73.62577251395786,73.43538034286912,73.60673620204729,26989000
2024-06-21,73.67337799072266,73.69242156661188,73.50202212270032,73.57818190026495,29150500
2024-06-24,73.59721374511719,73.78761317746971,73.59721374511719,73.64481541895425,28766200
2024-06-25,73.69241333007812,73.70192785396317,73.56865188961929,73.6448116586716,27584300
2024-06-26,73.53057098388672,73.5591290811359,73.46393300264026,73.54961455738298,29282000
2024-06-27,73.61624908447266,73.61624908447266,73.47345134193183,73.49248765153966,29404500
2024-06-28,73.43537902832031,73.79712705211163,73.43537902832031,73.66385108213612,34952000
2024-07-01,73.42102813720703,73.61242518270502,73.39231931051526,73.56457957199517,31113100
2024-07-02,73.62199401855469,73.64113080173922,73.39231611369554,73.43059698139356,30418400
2024-07-03,73.88037109375,73.88037109375,73.6124123562112,73.6124123562112,22067300
2024-07-05,74.1004867553711,74.1196235367072,73.91865447670105,73.95693534070149,25941500
2024-07-08,74.08135986328125,74.14834955889253,73.98565403984009,74.08135986328125,26962000
2024-07-09,73.9952163696289,74.08135013915394,73.90908990143213,74.08135013915394,19108500
2024-07-10,74.16749572753906,74.18663251385122,74.04308836318462,74.0813692371391,25361900
2024-07-11,74.43544006347656,74.49285771257337,74.36845037242071,74.4163032808872,44932500
2024-07-12,74.62684631347656,74.66511987963868,74.44501401822636,74.44501401822636,31688100
2024-07-15,74.63641357421875,74.7129753117857,74.5502870954528,74.68426648553039,23235600
2024-07-16,74.92353057861328,74.96181145462093,74.64599970355579,74.71298941123652,41375400
2024-07-17,74.8373794555664,74.88523236482946,74.67469124619817,74.70340007122446,32750400
2024-07-18,74.68425750732422,74.9043633497076,74.61726782033864,74.87565452690353,42513000
2024-07-19,74.62684631347656,74.77039043990682,74.53114049408451,74.76082569903073,36125700
2024-07-22,74.90437316894531,74.91394521157757,74.75125699347548,74.80867464661051,32378800
2024-07-23,74.91394805908203,75.04792745570921,74.86610244676062,74.89481127441937,28826900
2024-07-24,74.6747055053711,74.94266432522187,74.655568718809,74.83739374580475,37612800
2024-07-25,74.68425750732422,74.96178829664402,74.68425750732422,74.72253837150573,35409000
2024-07-26,74.92353057861328,75.00009233062856,74.846968826598,75.00009233062856,23683700
2024-07-29,74.85652160644531,75.06706271963887,74.77995987413335,75.02878185348288,28468400
2024-07-30,74.8947982788086,74.98092474684033,74.76081890542928,74.96178796549826,33652100
2024-07-31,75.16276550292969,75.22018315476014,74.9905052461093,75.09577580868448,50714800
2024-08-01,74.99826049804688,75.32534754792218,74.97902353725425,75.21952591468754,51319800
2024-08-02,74.74813079833984,75.007877458143,74.66155347143852,74.8539524242523,71578700
2024-08-05,74.28636932373047,74.44028701589181,73.67068387598614,73.72840209310296,104456100
2024-08-06,74.56536102294922,74.85395947937081,74.23827396487775,74.53650191126209,60113400
2024-08-07,74.70965576171875,75.04635759388042,74.66155235446016,75.01749848534504,56107800
2024-08-08,75.01749420166016,75.05596811781069,74.83471007197433,74.94053169026095,31528100
2024-08-09,75.00787353515625,75.12330996498724,74.87319280732062,75.05596960106944,29759900
2024-08-12,75.05596923828125,75.07521353619286,74.91167370168998,75.07521353619286,33878400
2024-08-13,75.40229797363281,75.41192012319712,75.12331435266483,75.14255865179345,37310200
2024-08-14,75.53697967529297,75.56584612435505,75.32534375901916,75.38306197804386,36086900
2024-08-15,75.60431671142578,75.63318315921545,75.46963597993829,75.57545760318553,39411300
2024-08-16,75.84481048583984,75.88329173898995,75.55621209653694,75.56583424471161,33682600
2024-08-19,75.96988677978516,75.9987458887061,75.7582435282988,75.81596174614069,29604300
2024-08-20,75.90254211425781,76.02760069234996,75.7774761966165,76.00836373400854,33189300
2024-08-21,76.0757064819336,76.10456559012484,75.91216664248368,75.97950700811302,34266700
2024-08-22,75.9795150756836,76.08532937043711,75.89293040236687,76.0757145597187,29292100
2024-08-23,76.38355255126953,76.38355255126953,76.07570981781531,76.17190929585419,32590900
2024-08-26,76.22962951660156,76.41241366736023,76.22001470622997,76.3739324072242,20460100
2024-08-27,76.27774047851562,76.35470300640733,76.10457846053457,76.14305972448044,22784300
